,tokens,surprisals,critical,island
0,書,4.6666511,0,non-island
0,い,2.3631086,0,non-island
0,た,0.6232352,0,non-island
0,エ,6.475675,0,non-island
0,ッ,1.8722929,0,non-island
0,セ,0.21057454,0,non-island
0,ー,3.064842,0,non-island
0,が,1.0255501,0,non-island
0,権,3.2374039,0,non-island
0,威,0.1317136228,0,non-island
0,あ,1.0842512,0,non-island
0,る,0.025143806,0,non-island
0,文,0.835369815,0,non-island
0,学,1.5589220422,0,non-island
0,賞,0.15364380319333300,0,non-island
0,を,0.5847775,0,non-island
0,受,0.083207602,0,non-island
0,賞,0.0058219167883333300,0,non-island
0,し,0.19270274,0,non-island
0,た,0.019673165,0,non-island
0,の,5.63752,0,non-island
0,で,4.8910055,0,non-island
0,女,12.26365,1,non-island
0,性,0.5567615986750000,1,non-island
0,議,3.2437133333333300,1,non-island
0,員,0.00978442032544,1,non-island
0,は,0.53058857,1,non-island
0,感,1.932163665,0,non-island
0,謝,1.52290782383,0,non-island
0,を,4.172043,0,non-island
0,述,0.7662540535,0,non-island
0,べ,0.00015714497000000000,0,non-island
0,た,0.17940293,0,non-island
0,。,0.05868133,0,non-island
1,発,4.576957566666670,0,non-island
1,表,0.8862877,0,non-island
1,し,3.2620418,0,non-island
1,た,0.24895349,0,non-island
1,論,1.0074827263333300,0,non-island
1,文,0.000736476465,0,non-island
1,が,1.4785388,0,non-island
1,世,1.7688786290000000,0,non-island
1,界,0.07306598,0,non-island
1,中,2.3219223,0,non-island
1,者,1.7083223,0,non-island
1,か,0.52283657,0,non-island
1,ら,0.0008222993,0,non-island
1,注,2.0458839428000000,0,non-island
1,目,0.012247438966500000,0,non-island
1,さ,0.12980598,0,non-island
1,れ,0.00034214277,0,non-island
1,た,0.25312454,0,non-island
1,の,5.521619,0,non-island
1,で,6.204917,0,non-island
1,教,6.3117567800000000,0,non-island
1,授,0.09818494070000000,0,non-island
1,は,0.923817,1,non-island
1,多,5.28157325,1,non-island
1,忙,0.9697117605,1,non-island
1,を,5.231891,0,non-island
1,忙,0.039377616000000000,0,non-island
1,め,0.018714470900000000,0,non-island
1,た,0.33614028,0,non-island
1,。,0.07186359,0,non-island
2,購,5.043821666666670,0,non-island
2,入,0.18949644213,0,non-island
2,し,1.7468028,0,non-island
2,た,0.1661913,0,non-island
2,絵,1.8282341900000000,0,non-island
2,画,1.6942634989450000,0,non-island
2,が,1.5614415,0,non-island
2,ピ,4.8705321,0,non-island
2,カ,1.9162729,0,non-island
2,ソ,2.3086011,0,non-island
2,の,1.6846162,0,non-island
2,作,1.6143211,0,non-island
2,品,0.11490114656666700,0,non-island
2,だ,2.192907,0,non-island
2,っ,0.80819845,0,non-island
2,た,0.001401227,0,non-island
2,の,3.0752995,0,non-island
2,で,0.93472296,0,non-island
2,美,3.370152733333330,0,non-island
2,術,0.059710470965,0,non-island
2,館,0.10024615817666700,1,non-island
2,長,2.583130466666670,1,non-island
2,は,0.9000547,1,non-island
2,展,2.779624233333330,1,non-island
2,示,0.08291893007910670,1,non-island
2,会,0.5805009135,0,non-island
2,を,1.271005,0,non-island
2,計,1.6435946666666700,0,non-island
2,画,0.0013685182245000000,0,non-island
2,し,0.06041072,0,non-island
2,た,0.5557537,0,non-island
2,。,0.23318064,0,non-island
3,演,4.722245466666670,0,non-island
3,じ,2.250042905,0,non-island
3,た,0.72708255,0,non-island
3,芝,2.3311603,0,non-island
3,居,0.017863217500000000,0,non-island
3,が,1.3687955,0,non-island
3,連,2.791033425,0,non-island
3,日,0.7385576200062,0,non-island
3,チ,7.169591,0,non-island
3,ケ,2.2395864,0,non-island
3,ット,0.00049872854,0,non-island
3,が,1.1223345,0,non-island
3,完,2.1177412,0,non-island
3,売,0.0018495184,0,non-island
3,し,0.4258141,0,non-island
3,た,0.6299671,0,non-island
3,の,5.543795,0,non-island
3,で,4.478838,0,non-island
3,役,4.76565215,0,non-island
3,者,0.16515525,0,non-island
3,は,1.0820218,1,non-island
3,海,4.79610185,1,non-island
3,外,0.014964951362,1,non-island
3,に,2.6104653,0,non-island
3,招,1.3877628300333300,0,non-island
3,待,0.208913415475,0,non-island
3,さ,0.004689023,0,non-island
3,れ,0.00013264055,0,non-island
3,た,0.18382566,0,non-island
3,。,0.4343861,0,non-island
4,開,6.36531425,0,non-island
4,発,0.53457706,0,non-island
4,し,4.1755705,0,non-island
4,た,0.15919945,0,non-island
4,新,1.8882780000000000,0,non-island
4,製,1.7468289391,0,non-island
4,品,0.0006132825395000000,0,non-island
4,が,1.1162086,0,non-island
4,今,1.54753819725,0,non-island
4,朝,0.74158655,0,non-island
4,社,1.5093051417333300,0,non-island
4,外,2.7645861267500000,0,non-island
4,に,1.411082,0,non-island
4,発,0.6973829103333330,0,non-island
4,表,0.0039795754,0,non-island
4,さ,0.0014657535,0,non-island
4,れ,0.00021204854,0,non-island
4,た,0.15680996,0,non-island
4,の,5.1251926,0,non-island
4,で,4.466382,0,non-island
4,若,2.4106419666666700,0,non-island
4,手,1.2105660746335000,0,non-island
4,社,0.59661094774,1,non-island
4,員,0.005912375981333330,1,non-island
4,は,0.28516027,1,non-island
4,誇,3.089598135,1,non-island
4,り,0.68928695,1,non-island
4,に,3.050894,0,non-island
4,思,0.11960042,0,non-island
4,っ,1.4876959,0,non-island
4,た,0.02930667,0,non-island
4,。,0.089843504,0,non-island
5,デ,12.567737,0,non-island
5,ザ,1.4864049,0,non-island
5,イ,0.04262037,0,non-island
5,ン,0.3220896,0,non-island
5,し,4.146426,0,non-island
5,た,0.11355509,0,non-island
5,ド,5.4707594,0,non-island
5,レ,1.360356,0,non-island
5,ス,0.2220232,0,non-island
5,が,1.9790388,0,non-island
5,大,3.06726,0,non-island
5,勢,2.6772094365000000,0,non-island
5,の,0.62114847,0,non-island
5,記,1.4268059333333300,0,non-island
5,者,0.0042319023,0,non-island
5,に,0.7558067,0,non-island
5,取,0.8917353,0,non-island
5,材,0.013178008350000000,0,non-island
5,さ,0.014712657,0,non-island
5,れ,0.01715973,0,non-island
5,た,0.1810224,0,non-island
5,の,5.124591,0,non-island
5,で,4.9066596,0,non-island
5,女,11.996734,0,non-island
5,優,0.14939102439533300,0,non-island
5,は,1.1004575,1,non-island
5,自,1.5066051686666700,1,non-island
5,信,0.7689673200062000,1,non-island
5,を,0.5840859,0,non-island
5,付,2.59992605,0,non-island
5,け,0.016823204085000000,0,non-island
5,た,0.25544932,0,non-island
5,。,0.10698348,0,non-island
6,作,12.477822,0,non-island
6,っ,5.019059,0,non-island
6,た,0.21408272,0,non-island
6,日,2.71309465,0,non-island
6,本,1.0172825577,0,non-island
6,酒,1.0055510040000000,0,non-island
6,が,1.5865583,0,non-island
6,先,1.4168583,0,non-island
6,月,0.7199393300000000,0,non-island
6,ガ,8.7842245,0,non-island
6,イ,1.6309563,0,non-island
6,ド,0.16633101,0,non-island
6,ブ,0.40179345,0,non-island
6,ック,0.0007644944,0,non-island
6,で,1.3085203,0,non-island
6,特,0.8939629116000000,0,non-island
6,集,0.05838249242,0,non-island
6,さ,0.0033966978,0,non-island
6,れ,0.00024179816,0,non-island
6,た,0.10069428,0,non-island
6,の,5.6422257,0,non-island
6,で,5.0657883,0,non-island
6,外,5.746808050000000,0,non-island
6,国,0.172627724365,0,non-island
6,人,0.10853377,1,non-island
6,は,2.6489186,1,non-island
6,周,6.4686661,1,non-island
6,り,1.4131556,1,non-island
6,に,1.436059,0,non-island
6,認,3.7404965,0,non-island
6,め,0.17211768839,0,non-island
6,ら,0.15725,0,non-island
6,れ,0.00031501107,0,non-island
6,た,0.5332273,0,non-island
6,。,1.3378794,0,non-island
7,受,6.9365895,0,non-island
7,け,0.54119726262,0,non-island
7,た,1.7412269,0,non-island
7,難,4.1400029500000000,0,non-island
7,病,0.12644672916666700,0,non-island
7,の,2.8609872,0,non-island
7,診,1.7365746666666700,0,non-island
7,断,0.029705880732,0,non-island
7,が,2.6277845,0,non-island
7,今,2.1884336495,0,non-island
7,朝,0.7763275950000000,0,non-island
7,社,1.4618388683333300,0,non-island
7,内,0.5839506714320000,0,non-island
7,で,0.38994256,0,non-island
7,公,0.3836349835,0,non-island
7,表,0.015480213,0,non-island
7,さ,0.0024003158,0,non-island
7,れ,0.0001010493,0,non-island
7,た,0.18903342,0,non-island
7,の,5.7558775,0,non-island
7,で,5.8328123,0,non-island
7,重,5.61835735,0,non-island
7,役,3.6713240334,0,non-island
7,は,0.7883196,1,non-island
7,引,3.75030035,1,non-island
7,き,0.79500717,1,non-island
7,継,2.0648125818,0,non-island
7,ぎ,1.4069147,0,non-island
7,を,1.5859547,0,non-island
7,始,2.5583091915000000,0,non-island
7,め,0.000829226825,0,non-island
7,た,0.14032146,0,non-island
7,。,0.0521153,0,non-island
8,書,4.6640205,0,island
8,い,2.361578,0,island
8,た,0.616031,0,island
8,エ,6.4834247,0,island
8,ッ,1.8871524,0,island
8,セ,0.2044133,0,island
8,ー,3.1374192,0,island
8,が,1.0303373,0,island
8,権,3.241668133333330,0,island
8,威,0.1368177641,0,island
8,あ,1.0639405,0,island
8,る,0.023185799,0,island
8,文,0.84414395,0,island
8,学,1.57444817975,0,island
8,賞,0.14462997253666700,0,island
8,を,0.5880223,0,island
8,受,0.0860235865,0,island
8,賞,0.006025129066666670,0,island
8,し,0.18999633,0,island
8,た,0.019671341,0,island
8,女,2.3695402,0,island
8,性,0.20138718088000000,0,island
8,議,4.194285666666670,1,island
8,員,0.012605802272106700,1,island
8,は,0.3211376,1,island
8,感,2.25967246,1,island
8,謝,1.5340563114633300,1,island
8,を,4.9960527,0,island
8,述,0.78162628425,0,island
8,べ,0.0002323849025,0,island
8,た,0.16870207,0,island
8,。,0.016529555,0,island
9,発,4.5745229,0,island
9,表,0.8827526700000000,0,island
9,し,3.2588866,0,island
9,た,0.24640258,0,island
9,論,1.0048369766666700,0,island
9,文,0.0007451011770000000,0,island
9,が,1.4734478,0,island
9,世,1.7709534,0,island
9,界,0.0763706375,0,island
9,中,2.324762,0,island
9,者,1.7179666,0,island
9,か,0.5251493,0,island
9,ら,0.00083267794,0,island
9,注,2.0463393755,0,island
9,目,0.011769618695,0,island
9,さ,0.12764601,0,island
9,れ,0.00032848728,0,island
9,た,0.25588512,0,island
9,教,2.037783766,0,island
9,授,0.0358240746,0,island
9,は,0.17745423,1,island
9,多,4.7622383,1,island
9,忙,1.3469271400000000,1,island
9,を,5.6668644,0,island
9,忙,0.0565990725,0,island
9,め,0.01779959435,0,island
9,た,0.7132422,0,island
9,。,0.050718974,0,island
10,購,5.049939833333330,0,island
10,入,0.18976717345,0,island
10,し,1.750856,0,island
10,た,0.16220489,0,island
10,絵,1.82698811,0,island
10,画,1.6952540659900000,0,island
10,が,1.5636232,0,island
10,ピ,4.8629718,0,island
10,カ,1.9034878,0,island
10,ソ,2.285044,0,island
10,の,1.6929178,0,island
10,作,1.5999969,0,island
10,品,0.11785253149866700,0,island
10,だ,2.1734757,0,island
10,っ,0.8170732,0,island
10,た,0.0013867229,0,island
10,美,2.5034339746666700,0,island
10,術,0.04336884485,0,island
10,館,0.13077542358333300,1,island
10,長,2.582275456092110,1,island
10,は,0.2333322,1,island
10,展,3.7513104,1,island
10,示,0.6246518512695,1,island
10,会,0.7893128915000000,0,island
10,を,2.1365068,0,island
10,計,1.9025129666666700,0,island
10,画,0.003634487999,0,island
10,し,0.07740108,0,island
10,た,0.50589126,0,island
10,。,0.8303325,0,island
11,演,4.7111700333333300,0,island
11,じ,2.247043775,0,island
11,た,0.7280183,0,island
11,芝,2.307810866666670,0,island
11,居,0.017837589733333300,0,island
11,が,1.3560982,0,island
11,連,2.7930316300000000,0,island
11,日,0.7405721800771,0,island
11,チ,7.1162214,0,island
11,ケ,2.184288,0,island
11,ット,0.00048191354,0,island
11,が,1.1243094,0,island
11,完,2.119215875,0,island
11,売,0.0019143400850000000,0,island
11,し,0.42646796,0,island
11,た,0.63055223,0,island
11,役,3.57289462,0,island
11,者,0.3542632,0,island
11,は,0.67293024,1,island
11,海,4.933942050000000,1,island
11,外,0.006366570395,1,island
11,に,5.184451,0,island
11,招,1.7917938813333300,0,island
11,待,0.3878553053,0,island
11,さ,0.0044395123,0,island
11,れ,0.000110467736,0,island
11,た,0.075444825,0,island
11,。,0.9747312,0,island
12,開,6.36083842,0,island
12,発,0.5276245146666670,0,island
12,し,4.184663,0,island
12,た,0.15750046,0,island
12,新,1.8865175,0,island
12,製,1.7357325010000000,0,island
12,品,0.0006131439766666670,0,island
12,が,1.1173792,0,island
12,今,1.5501744765,0,island
12,朝,0.73502166,0,island
12,社,1.5153551464333300,0,island
12,外,2.776110825,0,island
12,に,1.4215691,0,island
12,発,0.6946710986666670,0,island
12,表,0.00402532375,0,island
12,さ,0.0014769132,0,island
12,れ,0.0001878445,0,island
12,た,0.15561526,0,island
12,若,1.098063554,0,island
12,手,0.5496212184,0,island
12,社,0.6379840797566670,1,island
12,員,0.011604755432866700,1,island
12,は,0.11153705,1,island
12,誇,3.5499874500000000,1,island
12,り,0.40329513,1,island
12,に,3.5713868,0,island
12,思,0.0791781765,0,island
12,っ,2.3316011,0,island
12,た,0.024994556,0,island
12,。,0.029289547,0,island
13,デ,12.576253,0,island
13,ザ,1.5021464,0,island
13,イ,0.04468294,0,island
13,ン,0.32383376,0,island
13,し,4.136062,0,island
13,た,0.11380097,0,island
13,ド,5.477817,0,island
13,レ,1.3545318,0,island
13,ス,0.21739158,0,island
13,が,1.9795094,0,island
13,大,3.0538037,0,island
13,勢,2.674898175,0,island
13,の,0.6194225,0,island
13,記,1.4259390420000000,0,island
13,者,0.0043048724,0,island
13,に,0.77088493,0,island
13,取,0.8834250000000000,0,island
13,材,0.01365434065,0,island
13,さ,0.014706789,0,island
13,れ,0.016794765,0,island
13,た,0.17956041,0,island
13,女,0.5689332,0,island
13,優,0.913328647538,0,island
13,は,0.042262346,1,island
13,自,1.3738360009666700,1,island
13,信,0.9548281715129,1,island
13,を,0.37618345,0,island
13,付,2.61225341,0,island
13,け,0.018769053728,0,island
13,た,0.13233802,0,island
13,。,0.010896791,0,island
14,作,12.466627,0,island
14,っ,5.027241,0,island
14,た,0.21333411,0,island
14,日,2.7152539350000000,0,island
14,本,1.0109065957000000,0,island
14,酒,1.0051865149666700,0,island
14,が,1.5892464,0,island
14,先,1.4110878,0,island
14,月,0.7193382365,0,island
14,ガ,8.744326,0,island
14,イ,1.6201409,0,island
14,ド,0.1653344,0,island
14,ブ,0.39630866,0,island
14,ック,0.0007752325,0,island
14,で,1.2934536,0,island
14,特,0.8981703716150000,0,island
14,集,0.055806438745000000,0,island
14,さ,0.0034998113,0,island
14,れ,0.00022838576,0,island
14,た,0.10269753,0,island
14,外,3.59862095,0,island
14,国,0.0563873943645,0,island
14,人,0.13372663,1,island
14,は,1.1110685,1,island
14,周,6.7139947500000000,1,island
14,り,2.5650818,1,island
14,に,1.5835122,0,island
14,認,3.9900143000000000,0,island
14,め,0.021225430490000000,0,island
14,ら,0.02811728,0,island
14,れ,0.000116070536,0,island
14,た,0.47741064,0,island
14,。,0.5894804,0,island
15,受,6.93130695,0,island
15,け,0.5410718184000000,0,island
15,た,1.7585769,0,island
15,難,4.138428,0,island
15,病,0.12074073546666700,0,island
15,の,2.861025,0,island
15,診,1.7394367333333300,0,island
15,断,0.028629764993,0,island
15,が,2.6348765,0,island
15,今,2.1964620435,0,island
15,朝,0.7764281400000000,0,island
15,社,1.4493852800000000,0,island
15,内,0.58364536258,0,island
15,で,0.38762107,0,island
15,公,0.37970179600000000,0,island
15,表,0.0157115307,0,island
15,さ,0.0025372067,0,island
15,れ,0.00010021203,0,island
15,た,0.18902339,0,island
15,重,3.601020875,0,island
15,役,2.108199972,0,island
15,は,0.19664471,1,island
15,引,3.8811003,1,island
15,き,0.8011897,1,island
15,継,2.7689409996666700,0,island
15,ぎ,0.8675694350000000,0,island
15,を,1.8583136,0,island
15,始,3.0720193575,0,island
15,め,0.00104774599,0,island
15,た,0.064081036,0,island
15,。,0.078999184,0,island
,,,0,
,,,0,